2023/8/8 9:26:36,24.20,88.00
2023/8/8 9:56:36,25.30,82.40
2023/8/8 10:26:36,24.40,87.20
2023/8/8 10:56:36,26.20,84.10
2023/8/8 11:26:36,26.40,81.00
2023/8/8 11:56:36,25.80,82.40
2023/8/8 12:26:36,25.40,84.50
2023/8/8 12:56:36,27.50,79.40
2023/8/8 13:26:36,29.50,74.70
2023/8/8 13:56:36,30.30,73.40
2023/8/8 14:26:36,27.80,79.20
2023/8/8 14:56:36,27.10,81.20
2023/8/8 15:26:36,28.90,76.70
2023/8/8 15:56:36,29.20,77.00
2023/8/8 16:26:36,28.10,80.70
2023/8/8 16:56:36,27.40,83.20
2023/8/8 17:26:36,27.40,84.00
2023/8/8 17:56:36,27.20,83.30
2023/8/8 18:26:36,26.70,83.20
2023/8/8 18:56:36,25.70,83.30
2023/8/8 19:26:36,25.20,84.70
2023/8/8 19:56:36,24.80,85.40
2023/8/8 20:26:36,24.50,85.80
2023/8/8 20:56:36,24.40,86.10
2023/8/8 21:26:36,24.40,85.70
2023/8/8 21:56:36,24.40,87.50
2023/8/8 22:26:36,24.80,86.10
2023/8/8 22:56:36,25.00,85.50
2023/8/8 23:26:36,24.40,87.10
2023/8/8 23:56:36,25.20,85.40
2023/8/9 0:26:36,25.20,85.70
2023/8/9 0:56:36,25.00,85.90
2023/8/9 1:26:36,24.80,86.50
2023/8/9 1:56:36,24.70,87.30
2023/8/9 2:26:36,24.70,87.40
2023/8/9 2:56:36,24.80,87.20
2023/8/9 3:26:37,25.00,87.10
2023/8/9 3:56:37,24.90,87.50
2023/8/9 4:26:37,25.00,87.50
2023/8/9 4:56:37,25.00,87.90
2023/8/9 5:26:37,25.50,87.20
2023/8/9 5:56:37,26.40,86.80
2023/8/9 6:26:37,27.20,84.40
2023/8/9 6:56:37,28.10,83.00
2023/8/9 7:26:37,28.80,80.90
2023/8/9 7:56:37,31.20,77.30
2023/8/9 8:26:37,37.70,57.40
2023/8/9 8:56:37,36.00,62.00
2023/8/9 9:26:37,35.00,62.80
2023/8/9 9:56:37,33.70,65.10
2023/8/9 10:26:37,35.70,60.90
2023/8/9 10:56:37,33.80,67.50
2023/8/9 11:26:37,33.40,65.50
2023/8/9 11:56:37,33.50,69.00
2023/8/9 12:26:37,36.10,65.30
2023/8/9 12:56:37,35.00,65.70
2023/8/9 13:26:37,34.70,64.20
